asin,title,author,description,text
0425266869,Breakable,Tammara Webber,"Topics: Life change events, Fiction, Fiction, romance, contemporary, Événements stressants de la vie, Romans, nouvelles.","Breakable by Tammara Webber. Topics: Life change events, Fiction, Fiction, romance, contemporary, Événements stressants de la vie, Romans, nouvelles."
0425267040,Rush,Maya Banks,"Gabe is wealthy, powerful, and accustomed to getting anything he wants. Anything-- and anyone. For Gabe, it's one particular fantasy with a woman who was forbidden fruit. Now she's ripe for the picking... Mia was his best friend's little sister... but she's not so little any more. Mia knows Gabe is way out of her league, but she's an adult now, and there's no reason not to act on her most secret desires. But she doesn't know how exacting his demands can be...","Rush by Maya Banks. Gabe is wealthy, powerful, and accustomed to getting anything he wants. Anything-- and anyone. For Gabe, it's one particular fantasy with a woman who was forbidden fruit. Now she's ripe for the picking... Mia was his best friend's little sister... but she's not so little any more. Mia knows Gabe is way out of her league, but she's an adult now, and there's no reason not to act on her most secret desires. But she doesn't know how exacting his demands can be..."
0425267067,Fever,Maya Banks,"Jace, Ash, and Gabe have been best friends and successful business partners for years. The 38 year olds are powerful, imposing, irresistibly sexy, and Jace and Ash share everything-- including their women. When they meet 23 year old Bethany, Jace begins to feel things he's never experienced before: jealousy, and a powerful obsession that threatens him, overwhelms him-- and excites him beyond control. Jace isn't sharing Bethany. He's determined to be the only man in her life, and it's jeopardizing a lifelong friendship with Ash ...","Fever by Maya Banks. Jace, Ash, and Gabe have been best friends and successful business partners for years. The 38 year olds are powerful, imposing, irresistibly sexy, and Jace and Ash share everything-- including their women. When they meet 23 year old Bethany, Jace begins to feel things he's never experienced before: jealousy, and a powerful obsession that threatens him, overwhelms him-- and excites him beyond control. Jace isn't sharing Bethany. He's determined to be the only man in her life, and it's jeopardizing a lifelong friendship with Ash ..."
0425267083,Burn,Maya Banks,"Ash, Jace, and Gabe: three of the wealthiest, most powerful men in the country. They are accustomed to getting anything they want. Anything at all. For Ash, it is the woman who changes everything he has ever known about dominance and desire.  When it comes to sex, Ash McIntyre has always explored his wilder side. Extreme and uncompromising, he demands control. And he prefers women who want it like that. Even the women he has shared with his best friend, Jace. But Jace is involved with a woman he has no intention of sharing. And now even Gabe has settled into a relationship with a woman who gives him everything he needs, leaving Ash feeling restless and unfulfilled. Then Ash meets Josie, who seems immune to his charms and his wealth. Intrigued, he begins a relentless pursuit, determined she won't be the one who got away. He never imagined the one woman to tell him no would be the only woman who had ever drive him to the edge of desire.","Burn by Maya Banks. Ash, Jace, and Gabe: three of the wealthiest, most powerful men in the country. They are accustomed to getting anything they want. Anything at all. For Ash, it is the woman who changes everything he has ever known about dominance and desire.  When it comes to sex, Ash McIntyre has always explored his wilder side. Extreme and uncompromising, he demands control. And he prefers women who want it like that. Even the women he has shared with his best friend, Jace. But Jace is involved with a woman he has no intention of sharing. And now even Gabe has settled into a relationship with a woman who gives him everything he needs, leaving Ash feeling restless and unfulfilled. Then Ash meets Josie, who seems immune to his charms and his wealth. Intrigued, he begins a relentless pursuit, determined she won't be the one who got away. He never imagined the one woman to tell him no would be the only woman who had ever drive him to the edge of desire."
0425267806,Wild Ones,M. Leighton,"Topics: Horses, Family secrets, Breeding, Ranch life, Fiction.","Wild Ones by M. Leighton. Topics: Horses, Family secrets, Breeding, Ranch life, Fiction."
0425267814,Some Like it Wild,M. Leighton,"Topics: Horses, Contemporary, FICTION, Romance, Daredevils.","Some Like it Wild by M. Leighton. Topics: Horses, Contemporary, FICTION, Romance, Daredevils."
0425267822,"There's wild, then there's you",M. Leighton,""" He's someone she can't trust; She's someone he thinks he knows; Violet Wilson is a wallflower. Shy, serious, and accident-prone, she's got a bad habit of being in the wrong place at the wrong time. The night she's forced to pose with her friend might just be the worst time of all-that's when she meets Jet Blevins. She knows better than to get involved with someone like him, but he touches her in ways she never expected, never wanted before. On the outside, Jet is a typical rocker, an arrogant lead guitarist who unapologetically lives a wild lifestyle. But on the inside, he's battling demons and using the stage to escape the troubles of his past and the addictions of his present. Until the night he sees Violet standing at the back of the room. She brings his life into focus. She knows his secrets. She's the girl he can't forget, and the one thing he craves more than his addiction. But can they ever hope to have a future when their very foundation is nothing but lies?""--","There's wild, then there's you by M. Leighton. "" He's someone she can't trust; She's someone he thinks he knows; Violet Wilson is a wallflower. Shy, serious, and accident-prone, she's got a bad habit of being in the wrong place at the wrong time. The night she's forced to pose with her friend might just be the worst time of all-that's when she meets Jet Blevins. She knows better than to get involved with someone like him, but he touches her in ways she never expected, never wanted before. On the outside, Jet is a typical rocker, an arrogant lead guitarist who unapologetically lives a wild lifestyle. But on the inside, he's battling demons and using the stage to escape the troubles of his past and the addictions of his present. Until the night he sees Violet standing at the back of the room. She brings his life into focus. She knows his secrets. She's the girl he can't forget, and the one thing he craves more than his addiction. But can they ever hope to have a future when their very foundation is nothing but lies?""--"
0425269841,Down to you,M. Leighton,"Topics: Fiction, romance, general, Triangles (Interpersonal relations), Fiction, Erotic stories, Fiction, erotica, general.","Down to you by M. Leighton. Topics: Fiction, romance, general, Triangles (Interpersonal relations), Fiction, Erotic stories, Fiction, erotica, general."
042526985X,Up to me,M. Leighton,"Topics: Fiction, romance, suspense, Fiction, erotica, general, Man-woman relationships, Fiction, Relations entre hommes et femmes.","Up to me by M. Leighton. Topics: Fiction, romance, suspense, Fiction, erotica, general, Man-woman relationships, Fiction, Relations entre hommes et femmes."
0425269868,Everything for us,M. Leighton,"""  When it comes to passion this hot, it's all or nothing.  Olivia Townsend's wealthy cousin Marissa had everything a girl could ask for-a great job, a privileged life, and all the friends she wanted. Or, at least, all the friends money could buy. But one case of mistaken identity has turned her privileged world upside down.  An abduction gone wrong lands her right in the lap of the sexiest, most dangerous man she's ever met. To Marissa, he's an enigma, but one to whom she's irresistibly, inexplicably drawn.  With him comes a new world of freedom and passion, of dark shadows and dangerous secrets, a world where nothing is what it seems-except for the blind passion that Marissa can't escape-or maybe even survive""--","Everything for us by M. Leighton. ""  When it comes to passion this hot, it's all or nothing.  Olivia Townsend's wealthy cousin Marissa had everything a girl could ask for-a great job, a privileged life, and all the friends she wanted. Or, at least, all the friends money could buy. But one case of mistaken identity has turned her privileged world upside down.  An abduction gone wrong lands her right in the lap of the sexiest, most dangerous man she's ever met. To Marissa, he's an enigma, but one to whom she's irresistibly, inexplicably drawn.  With him comes a new world of freedom and passion, of dark shadows and dangerous secrets, a world where nothing is what it seems-except for the blind passion that Marissa can't escape-or maybe even survive""--"
0425272346,Reaper's legacy,Joanna Wylde,"""Eight years ago, Sophie gave her heart-and her virginity-to Zach Barrett on a night that couldn't have been less romantic or more embarrassing. Zach's step-brother, a steely-muscled, tattooed biker named Ruger, caught them in the act, getting a peep show of Sophie he's never forgotten. She may have lost her dignity that fateful night, but Sophie also gained something precious-her son Noah. Unfortunately, Zach's a deadbeat dad, leaving Ruger to be Noah's only male role model. When he discovers Sophie and his nephew living in near poverty, Ruger takes matters into his own hands-with the help of the Reapers Motorcycle Club-to give them a better life. Living with outlaw bikers wasn't Sophie's plan for her son, but Ruger isn't giving her a choice. He'll be there for Noah, whether she wants him or not. But Sophie does want him, has always wanted him. Now she'll learn that taking a biker to bed can get a girl dirty in every way;""--","Reaper's legacy by Joanna Wylde. ""Eight years ago, Sophie gave her heart-and her virginity-to Zach Barrett on a night that couldn't have been less romantic or more embarrassing. Zach's step-brother, a steely-muscled, tattooed biker named Ruger, caught them in the act, getting a peep show of Sophie he's never forgotten. She may have lost her dignity that fateful night, but Sophie also gained something precious-her son Noah. Unfortunately, Zach's a deadbeat dad, leaving Ruger to be Noah's only male role model. When he discovers Sophie and his nephew living in near poverty, Ruger takes matters into his own hands-with the help of the Reapers Motorcycle Club-to give them a better life. Living with outlaw bikers wasn't Sophie's plan for her son, but Ruger isn't giving her a choice. He'll be there for Noah, whether she wants him or not. But Sophie does want him, has always wanted him. Now she'll learn that taking a biker to bed can get a girl dirty in every way;""--"
0425272354,Devil's game,Joanna Wylde,""" Liam ""Hunter"" Blake hates the Reapers MC. Born and raised a Devil's Jack, he knows his duty. He'll defend his club from their oldest enemies-the Reapers-using whatever weapons he can find. But why use force when the Reapers' president has a daughter who's alone and vulnerable? Hunter has wanted her from the minute he saw her, and now he has an excuse to take her. Em has lived her entire life in the shadow of the Reapers. Her overprotective father, Picnic, is the club's president. The last time she had a boyfriend, Picnic shot him. Now the men in her life are far more interested in keeping her daddy happy than showing her a good time. Then she meets a handsome stranger-a man who isn't afraid to treat her like a real woman. One who isn't afraid of her father. His name is Liam, and he's The One. Or so she thinks. ""--","Devil's game by Joanna Wylde. "" Liam ""Hunter"" Blake hates the Reapers MC. Born and raised a Devil's Jack, he knows his duty. He'll defend his club from their oldest enemies-the Reapers-using whatever weapons he can find. But why use force when the Reapers' president has a daughter who's alone and vulnerable? Hunter has wanted her from the minute he saw her, and now he has an excuse to take her. Em has lived her entire life in the shadow of the Reapers. Her overprotective father, Picnic, is the club's president. The last time she had a boyfriend, Picnic shot him. Now the men in her life are far more interested in keeping her daddy happy than showing her a good time. Then she meets a handsome stranger-a man who isn't afraid to treat her like a real woman. One who isn't afraid of her father. His name is Liam, and he's The One. Or so she thinks. ""--"
0425274462,True,Erin McCarthy,"""When Rory Macintosh's roommates find out that their studious and shy friend has never been with a guy, they decide that, as an act of kindness they'll help her lose her virginity by hiring confident, tattooed bad boy Tyler Mann to do the job...unbeknownst to Rory. Tyler has told Rory that he's not good enough for her. She's smart, doctor smart, while he's barely scraping by at his EMT program, hoping to pull his younger brothers out of the hell their druggy mother has left them in. But he can't seem to stay away from her, and even when Rory knows she should push him away, something about him makes it nearly impossible for her to resist--even though her heart is at stake... Torn between common sense and desire, the two find themselves caught up in a passionate relationship. But when Tyler's broken family threatens to destroy his future, and hers, Rory will need to decide whether to cut her ties to his risky world or follow her heart, no matter what the cost..""--","True by Erin McCarthy. ""When Rory Macintosh's roommates find out that their studious and shy friend has never been with a guy, they decide that, as an act of kindness they'll help her lose her virginity by hiring confident, tattooed bad boy Tyler Mann to do the job...unbeknownst to Rory. Tyler has told Rory that he's not good enough for her. She's smart, doctor smart, while he's barely scraping by at his EMT program, hoping to pull his younger brothers out of the hell their druggy mother has left them in. But he can't seem to stay away from her, and even when Rory knows she should push him away, something about him makes it nearly impossible for her to resist--even though her heart is at stake... Torn between common sense and desire, the two find themselves caught up in a passionate relationship. But when Tyler's broken family threatens to destroy his future, and hers, Rory will need to decide whether to cut her ties to his risky world or follow her heart, no matter what the cost..""--"
0451216954,Dark Lover,J. R. Ward,"In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other--six vampire warriors, defenders of their race. Yet none of them relishes killing their enemies, the lessers, more than Wrath, the leader of the Black Dagger Brotherhood....

The only purebred vampire left on the planet, Wrath has a score to settle with the slayers who murdered his parents centuries ago. But, when one of his most trusted fighters is killed--orphaning a half-breed daughter unaware of her heritage or her fate--Wrath must usher the beautiful female into the world of the undead....

Racked by a restlessness in her body that wasn't there before, Beth Randall is helpless against the dangerously sexy man who comes to her at night with shadows in his eyes. His tales of brotherhood and blood frighten her. But his touch ignites a dawning hunger that threatens to consume them both....","Dark Lover by J. R. Ward. In the shadows of the night in Caldwell, New York, there's a deadly turf war going on between vampires and their slayers. There exists a secret band of brothers like no other--six vampire warriors, defenders of their race. Yet none of them relishes killing their enemies, the lessers, more than Wrath, the leader of the Black Dagger Brotherhood....

The only purebred vampire left on the planet, Wrath has a score to settle with the slayers who murdered his parents centuries ago. But, when one of his most trusted fighters is killed--orphaning a half-breed daughter unaware of her heritage or her fate--Wrath must usher the beautiful female into the world of the undead....

Racked by a restlessness in her body that wasn't there before, Beth Randall is helpless against the dangerously sexy man who comes to her at night with shadows in his eyes. His tales of brotherhood and blood frighten her. But his touch ignites a dawning hunger that threatens to consume them both...."
0451218043,Lover Eternal,J. R. Ward,"Within the brotherhood, Rhage is the vampire with the strongest appetite. He's the best fighter, the quickest to act on his impulses, and the most voracious lover-for inside him burns a ferocious curse cast by the Scribe Virgin.Possessed by this dark side, Rhage fears the times when his inner dragon is unleashed, making him a danger to everyone around him. When Mary Luce is unwittingly thrown into the vampire world, she must rely on Rhage's protection. Knowing that Mary feels the same intense animal attraction, Rhage must make her his alone...","Lover Eternal by J. R. Ward. Within the brotherhood, Rhage is the vampire with the strongest appetite. He's the best fighter, the quickest to act on his impulses, and the most voracious lover-for inside him burns a ferocious curse cast by the Scribe Virgin.Possessed by this dark side, Rhage fears the times when his inner dragon is unleashed, making him a danger to everyone around him. When Mary Luce is unwittingly thrown into the vampire world, she must rely on Rhage's protection. Knowing that Mary feels the same intense animal attraction, Rhage must make her his alone..."
0451239350,Lover At Last,J. R. Ward,"""Qhuinn, son of no one, is used to being on his own. Disavowed from his bloodline, shunned by the aristocracy, he has finally found an identity as one of the most brutal fighters in the war against the Lessening Society. But his life is not complete. Even as the prospect of having a family of his own seems to be within reach, he is empty on the inside, his heart given to another ... Blay, after years of unrequited love, has moved on from his feelings for Qhuinn. And it's about time: The male has found his perfect match in a Chosen female, and they are going to have a young--just as Qhuinn has always wanted for himself. It's hard to see the new couple together, but building your life around a pipe dream is just a heartbreak waiting to happen. As he's learned firsthand. Fate seems to have taken these vampire soldiers in different directions, but as the battle over the race's throne intensifies, and new players on the scene in Caldwell create mortal danger for the Brotherhood, Qhuinn finally learns the true definition of courage, and two hearts that are meant to be together finally become one""--","Lover At Last by J. R. Ward. ""Qhuinn, son of no one, is used to being on his own. Disavowed from his bloodline, shunned by the aristocracy, he has finally found an identity as one of the most brutal fighters in the war against the Lessening Society. But his life is not complete. Even as the prospect of having a family of his own seems to be within reach, he is empty on the inside, his heart given to another ... Blay, after years of unrequited love, has moved on from his feelings for Qhuinn. And it's about time: The male has found his perfect match in a Chosen female, and they are going to have a young--just as Qhuinn has always wanted for himself. It's hard to see the new couple together, but building your life around a pipe dream is just a heartbreak waiting to happen. As he's learned firsthand. Fate seems to have taken these vampire soldiers in different directions, but as the battle over the race's throne intensifies, and new players on the scene in Caldwell create mortal danger for the Brotherhood, Qhuinn finally learns the true definition of courage, and two hearts that are meant to be together finally become one""--"
0451417054,The King,J. R. Ward,"""After turning his back on the throne for centuries, Wrath, son of Wrath, finally assumed his father's mantle--with the help of his beloved mate. But the crown sits heavily on his head. As the war with the Lessening Society rages on, and the threat from the Band of Bastards truly hits home, he is forced to make choices that put everything--and everyone--at risk. Beth Randall thought she knew what she was getting into when she mated with the last pure-blooded vampire on the planet: An easy ride was not it. But when she decides she wants a child, she's unprepared for Wrath's response--or the distance it creates between them. The question is, will true love win out...or will tortured legacy take over?""--","The King by J. R. Ward. ""After turning his back on the throne for centuries, Wrath, son of Wrath, finally assumed his father's mantle--with the help of his beloved mate. But the crown sits heavily on his head. As the war with the Lessening Society rages on, and the threat from the Band of Bastards truly hits home, he is forced to make choices that put everything--and everyone--at risk. Beth Randall thought she knew what she was getting into when she mated with the last pure-blooded vampire on the planet: An easy ride was not it. But when she decides she wants a child, she's unprepared for Wrath's response--or the distance it creates between them. The question is, will true love win out...or will tortured legacy take over?""--"
0451419707,On Dublin Street,Samantha Young,"Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. When she moves into a new apartment on Dublin Street, she meets a man who shakes her carefully guarded world to its core. Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached. Jocelyn soon realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her--  down to the very soul...","On Dublin Street by Samantha Young. Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. When she moves into a new apartment on Dublin Street, she meets a man who shakes her carefully guarded world to its core. Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached. Jocelyn soon realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her--  down to the very soul..."
0451419715,Down London Road,Samantha Young,"""Four years ago, Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. Her solitary life is working well--until she moves into a new apartment on Dublin Street, where she meets a man who shakes her carefully guarded world to its core. Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached. But after an intrigued Jocelyn accepts, she realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her...down to the very soul""--","Down London Road by Samantha Young. ""Four years ago, Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. Her solitary life is working well--until she moves into a new apartment on Dublin Street, where she meets a man who shakes her carefully guarded world to its core. Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached. But after an intrigued Jocelyn accepts, she realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her...down to the very soul""--"
0451466225,The Submissive,Tara Sue Me,"The first in Tara Sue Me's seductive and scandalous trilogy that has enthralled millions and inspired a genre. Abby King has a secret fantasy. New York knows Nathaniel West as the brilliant and handsome CEO of West Industries, but Abby knows he's more: a sexy and skilled dominant that is looking for a new submissive. After one weekend with the Master, Abby knows she needs more, and fully submits to Nathaniel's terms.","The Submissive by Tara Sue Me. The first in Tara Sue Me's seductive and scandalous trilogy that has enthralled millions and inspired a genre. Abby King has a secret fantasy. New York knows Nathaniel West as the brilliant and handsome CEO of West Industries, but Abby knows he's more: a sexy and skilled dominant that is looking for a new submissive. After one weekend with the Master, Abby knows she needs more, and fully submits to Nathaniel's terms."
0451466233,The dominant,Tara Sue Me,"""Nathaniel West doesn't lose control. As the playboy CEO of West Industries, he governs the boardroom during the day. As a strict dominant with exacting rules, he commands the bedroom at night. He never takes on inexperienced submissives, but when Abigail King's application comes across his desk, he breaks his own restrictions and decides to test her limits. Abby's combination of innocence and willingness is intoxicating, and Nathaniel is soon determined to collar her as his own. As long as she follows his orders and surrenders herself fully to him, no one will get hurt. But when Nathaniel begins falling for Abby on a deeper level, he realizes that the trust must go both ways -- and he has secrets which could bring the foundation of their entire relationship crashing down ...""--Page 4 of cover.","The dominant by Tara Sue Me. ""Nathaniel West doesn't lose control. As the playboy CEO of West Industries, he governs the boardroom during the day. As a strict dominant with exacting rules, he commands the bedroom at night. He never takes on inexperienced submissives, but when Abigail King's application comes across his desk, he breaks his own restrictions and decides to test her limits. Abby's combination of innocence and willingness is intoxicating, and Nathaniel is soon determined to collar her as his own. As long as she follows his orders and surrenders herself fully to him, no one will get hurt. But when Nathaniel begins falling for Abby on a deeper level, he realizes that the trust must go both ways -- and he has secrets which could bring the foundation of their entire relationship crashing down ...""--Page 4 of cover."
0451466659,The Valentine's arrangement,Kelsie Leverich,"""Tattoo artist Ronnie Clark is counting the days until Valentine's Day is over. Ronnie doesn't do romance. She doesn't do flowers or dates, and she sure as hell doesn't do love--not anymore. Love leads to heartbreak, and she's vowed never to let herself get hurt again. Sergeant First Class Kale Emerson is home on his midtour leave from Iraq, but he only has one thing on his mind--returning to his soldiers to finish leading their mission. He's dedicated to his men and to his country, and he's not interested in getting wrapped up in a distracting relationship...but casual sex, that's a different story. From the moment he sees Ronnie, he wants her. And he agrees to her terms: no romance, no fluff--just passion. But as their sexual chemistry ignites, the lines of their arrangement get blurry, and Ronnie starts to push Kale away. And when Kale realizes he's found his match in this gorgeous razor-tongued woman who is hell-bent against love, winning her heart could be the toughest battle he has ever fought""--","The Valentine's arrangement by Kelsie Leverich. ""Tattoo artist Ronnie Clark is counting the days until Valentine's Day is over. Ronnie doesn't do romance. She doesn't do flowers or dates, and she sure as hell doesn't do love--not anymore. Love leads to heartbreak, and she's vowed never to let herself get hurt again. Sergeant First Class Kale Emerson is home on his midtour leave from Iraq, but he only has one thing on his mind--returning to his soldiers to finish leading their mission. He's dedicated to his men and to his country, and he's not interested in getting wrapped up in a distracting relationship...but casual sex, that's a different story. From the moment he sees Ronnie, he wants her. And he agrees to her terms: no romance, no fluff--just passion. But as their sexual chemistry ignites, the lines of their arrangement get blurry, and Ronnie starts to push Kale away. And when Kale realizes he's found his match in this gorgeous razor-tongued woman who is hell-bent against love, winning her heart could be the toughest battle he has ever fought""--"
0451466667,Feel the Rush,Kelsie Leverich,"Topics: Single women, fiction, Fiction, romance, general, Single women, Fiction, Airmen.","Feel the Rush by Kelsie Leverich. Topics: Single women, fiction, Fiction, romance, general, Single women, Fiction, Airmen."
0451466683,Before Jamaica Lane,Samantha Young,"Topics: Edinburgh (scotland), fiction, Fiction, romance, contemporary, Americans, Fiction, Man-woman relationships.","Before Jamaica Lane by Samantha Young. Topics: Edinburgh (scotland), fiction, Fiction, romance, contemporary, Americans, Fiction, Man-woman relationships."
0451467965,Come to me quietly,A. L. Jackson,"""From the acclaimed bestselling author of Lost to You and When We Collide comes a New Adult novel of one woman's obsession: a man who's as passionate as he is elusive-and as tempting as he is trouble. Aleena Moore is haunted by Jared Holt. It's been six years since she's seen her brother's best friend, the self-destructive bad boy she secretly loved in high school. As the years pass, she knows it's time to move on. Time to decide between a practical nursing degree and her true dream as an artist. Time to get over Jared and give another guy a chance. Just when she opens her heart to her friend, Gabe, Aly returns home to find Jared sleeping on her couch. The teenage boy she loved has grown into a man she can't resist. Covered in tattoos and lost in rage, he's begging to be saved from his demons-the memories of the day he destroyed his family. As the two reconnect, their passion is hot enough to torch Aly's judgment. But can she risk her future for a man who lives on the edge of destruction? ""--","Come to me quietly by A. L. Jackson. ""From the acclaimed bestselling author of Lost to You and When We Collide comes a New Adult novel of one woman's obsession: a man who's as passionate as he is elusive-and as tempting as he is trouble. Aleena Moore is haunted by Jared Holt. It's been six years since she's seen her brother's best friend, the self-destructive bad boy she secretly loved in high school. As the years pass, she knows it's time to move on. Time to decide between a practical nursing degree and her true dream as an artist. Time to get over Jared and give another guy a chance. Just when she opens her heart to her friend, Gabe, Aly returns home to find Jared sleeping on her couch. The teenage boy she loved has grown into a man she can't resist. Covered in tattoos and lost in rage, he's begging to be saved from his demons-the memories of the day he destroyed his family. As the two reconnect, their passion is hot enough to torch Aly's judgment. But can she risk her future for a man who lives on the edge of destruction? ""--"
0451467973,Come to me softly,A. L. Jackson,"Jared Holt never thought he deserved a second chance. Aly has loved Jared for as long as she can remember, and she's more than ready for the future they're making together. But Jared will never forgive himself for what happened to his family. When he decides to face his demons head on, he encounters more than he bargained for: a dangerous mix of jealousy, lies, and dishonest intentions. When those intentions threaten Aly, Jared loses all control, giving into the rage that earned him his bad boy reputation years before.","Come to me softly by A. L. Jackson. Jared Holt never thought he deserved a second chance. Aly has loved Jared for as long as she can remember, and she's more than ready for the future they're making together. But Jared will never forgive himself for what happened to his family. When he decides to face his demons head on, he encounters more than he bargained for: a dangerous mix of jealousy, lies, and dishonest intentions. When those intentions threaten Aly, Jared loses all control, giving into the rage that earned him his bad boy reputation years before."
0451468279,Connected,Kim Karr,"Topics: Fiction, romance, general, FICTION / Romance / Contemporary.","Connected by Kim Karr. Topics: Fiction, romance, general, FICTION / Romance / Contemporary."
0451468287,Torn,Kim Karr,"Topics: Fiction, romance, contemporary.","Torn by Kim Karr. Topics: Fiction, romance, contemporary."
0451469402,Fall from India Place,Samantha Young,"""When Hannah Nichols last saw Marco D'Alesandro five long years ago, he broke her heart. The bad boy with a hidden sweet side was the only guy Hannah ever loved--and the only man she's ever been with. After one intense night of giving in to temptation, Marco took off, leaving Scotland and Hannah behind. Shattered by the consequences of their night together, Hannah has never truly moved on. Leaving Hannah was the biggest mistake of Marco's life--something he has deeply regretted for years. So when fate reunites them, he refuses to let her go without a fight. Determined to make her his, Marco pursues Hannah, reminding her of all the reasons they're meant to be together.... But just when Marco thinks they're committed to a future together, Hannah makes a discovery that unearths the secret pain she's been hiding from him--a secret that could tear them apart before they have a real chance to start over again...""--","Fall from India Place by Samantha Young. ""When Hannah Nichols last saw Marco D'Alesandro five long years ago, he broke her heart. The bad boy with a hidden sweet side was the only guy Hannah ever loved--and the only man she's ever been with. After one intense night of giving in to temptation, Marco took off, leaving Scotland and Hannah behind. Shattered by the consequences of their night together, Hannah has never truly moved on. Leaving Hannah was the biggest mistake of Marco's life--something he has deeply regretted for years. So when fate reunites them, he refuses to let her go without a fight. Determined to make her his, Marco pursues Hannah, reminding her of all the reasons they're meant to be together.... But just when Marco thinks they're committed to a future together, Hannah makes a discovery that unearths the secret pain she's been hiding from him--a secret that could tear them apart before they have a real chance to start over again...""--"
0451470672,Mended,Kim Karr,"""Music has the power to heal, but not all broken hearts can be mended. Always in control, Xander Wilde considered life on the road a perfect fit for him. But when disaster strikes on The Wilde Ones' latest tour, fate intervenes;and a newly single Ivy Taylor, the only girl he ever loved, steps back into his life. After moving past her painful breakup with Xander years ago, Ivy was poised to become the next big name in pop music;when suddenly, she withdrew from the limelight the day she announced her engagement to her controlling agent, Damon Wolf. Xander knows he should keep his distance. But once they're on the road, he can't resist pursuing her for a second chance. Yet a jealous Damon can't let her go-and he's keeping dangerous secrets that could destroy them all. When the three of them come together, everything falls apart. But if Xander and Ivy can hold tight to the bond that connects them, they just might have a chance at reclaiming the powerful love they thought they had lost forever; ""--","Mended by Kim Karr. ""Music has the power to heal, but not all broken hearts can be mended. Always in control, Xander Wilde considered life on the road a perfect fit for him. But when disaster strikes on The Wilde Ones' latest tour, fate intervenes;and a newly single Ivy Taylor, the only girl he ever loved, steps back into his life. After moving past her painful breakup with Xander years ago, Ivy was poised to become the next big name in pop music;when suddenly, she withdrew from the limelight the day she announced her engagement to her controlling agent, Damon Wolf. Xander knows he should keep his distance. But once they're on the road, he can't resist pursuing her for a second chance. Yet a jealous Damon can't let her go-and he's keeping dangerous secrets that could destroy them all. When the three of them come together, everything falls apart. But if Xander and Ivy can hold tight to the bond that connects them, they just might have a chance at reclaiming the powerful love they thought they had lost forever; ""--"
0473240610,,,,0473240610
0578122596,These Men,Andrea Smith,"Topics: Fiction, erotica, general, Fiction, romance, general.","These Men by Andrea Smith. Topics: Fiction, erotica, general, Fiction, romance, general."
0578124114,The Do Over,A. L. Zaun,,The Do Over by A. L. Zaun
0578125439,,,,0578125439
0578129965,Freeing,E. K. Blair,,Freeing by E. K. Blair
0578133512,Falling,E.K. Blair,,Falling by E.K. Blair
0578141809,Bang,E.K. Blair,,Bang by E.K. Blair
0615429505,Captive In The Dark,CJ Roberts,,Captive In The Dark by CJ Roberts
0615581927,Reason to Breathe: The Breathing Series (Volume 1),Rebecca Donovan,"Topics: Fiction, Child abuse, High schools.","Reason to Breathe: The Breathing Series (Volume 1) by Rebecca Donovan. Topics: Fiction, Child abuse, High schools."
